,ClocsCNN_0,ClocsCNN_1,ClocsCNN_2,val_auroc,test_auroc,test_tpr
0,0.0,0.0,1.0,0.949504017829895,0.9506474733352661,0.8282313566232123
1,0.0,0.01,0.99,0.9495949745178223,0.950833797454834,0.8291045011360137
2,0.0,0.02,0.98,0.9496811628341675,0.9510139226913452,0.8302271784911506
3,0.0,0.03,0.97,0.9497665762901306,0.9511888027191162,0.831181333003562
4,0.0,0.04,0.96,0.9498494863510132,0.9513580799102783,0.8321574318573642
5,0.0,0.05,0.95,0.9499300122261047,0.951520562171936,0.8330356438402617
6,0.0,0.06,0.94,0.9500079154968262,0.9516772031784058,0.8338473886233745
7,0.0,0.07,0.93,0.9500840902328491,0.951828122138977,0.8342996117912644
8,0.0,0.08,0.92,0.9501600861549377,0.9519734978675842,0.8346772726942074
9,0.0,0.09,0.91,0.9502322673797607,0.9521125555038452,0.8352574034873317
10,0.0,0.1,0.9,0.9503008127212524,0.9522455930709839,0.8363976605634725
11,0.0,0.11,0.89,0.9503680467605591,0.952373743057251,0.8373447831874822
12,0.0,0.12,0.88,0.9504348039627075,0.9524966478347778,0.8384423639753933
13,0.0,0.13,0.87,0.9504976272583008,0.9526139497756958,0.8391190013748554
14,0.0,0.14,0.86,0.9505587816238403,0.9527260065078735,0.8396924529761752
15,0.0,0.15,0.85,0.9506177306175232,0.9528328776359558,0.8403438649385007
16,0.0,0.16,0.84,0.9506773352622986,0.9529349207878113,0.8409597800231327
17,0.0,0.17,0.83,0.9507322311401367,0.9530318975448608,0.8414797154267508
18,0.0,0.18,0.82,0.9507879614830017,0.9531243443489075,0.8421000370992733
19,0.0,0.19,0.81,0.9508417844772339,0.9532123804092407,0.8427547301573444
20,0.0,0.2,0.8,0.9508947134017944,0.953296422958374,0.8434923510027715
21,0.0,0.21,0.79,0.950946569442749,0.9533752799034119,0.8438435817044813
22,0.0,0.22,0.78,0.950996994972229,0.9534509181976318,0.8441800763015
23,0.0,0.23,0.77,0.9510460495948792,0.9535223245620728,0.8447355734416816
24,0.0,0.24,0.76,0.9510952234268188,0.9535894393920898,0.8454160574384043
25,0.0,0.25,0.75,0.9511420726776123,0.9536539912223816,0.8457285245797567
26,0.0,0.26,0.74,0.9511886835098267,0.9537144899368286,0.8461221906653241
27,0.0,0.27,0.73,0.9512311816215515,0.9537720680236816,0.8462926186994886
28,0.0,0.28,0.72,0.951271116733551,0.9538265466690063,0.8463790018113175
29,0.0,0.29,0.71,0.9513099193572998,0.9538781046867371,0.8466183119632262
30,0.0,0.3,0.7,0.9513440728187561,0.9539278745651245,0.8470770379746222
31,0.0,0.31,0.69,0.9513740539550781,0.9539744257926941,0.8475358742037049
32,0.0,0.32,0.68,0.9514024257659912,0.9540177583694458,0.8478989312631807
33,0.0,0.33,0.67,0.9514284133911133,0.9540598392486572,0.8479784533240221
34,0.0,0.34,0.66,0.951454758644104,0.9540997743606567,0.8484958426990813
35,0.0,0.35,0.65,0.9514772295951843,0.9541370272636414,0.8487490402794946
36,0.0,0.36,0.64,0.9514998197555542,0.9541727900505066,0.8485722235558562
37,0.0,0.37,0.63,0.9515209794044495,0.954206109046936,0.8483755125397968
38,0.0,0.38,0.62,0.9515393376350403,0.9542382955551147,0.8489383060908278
39,0.0,0.39,0.61,0.9515566825866699,0.9542679190635681,0.8489804974212367
40,0.0,0.4,0.6,0.9515719413757324,0.9542959928512573,0.8489503087968924
41,0.0,0.41,0.59,0.951583981513977,0.9543222188949585,0.8492666863457444
42,0.0,0.42,0.58,0.9515953660011292,0.9543464183807373,0.8494574231281233
